unit_id,tip_id,pcs_off_id,unit_type,treatment,StartDate,start_year,cohort_2022,gender,race,year_of_birth,age_of_first_offense,num_sentences_before_start,any_high_ogs_before_start,num_offenses_before_start,earnings_2yr_preTIP,job_right_before_tip,psm_distance,upper_date,year_offset,year,year_start_date,year_end_date,in_post_1p5_window,post,earnings_year,employed_year,has_prior_offense_by_year,has_offense_by_year,offense_count_year,has_offense_year,has_prior_offense_before_start,recidivism_year
C_1020_284876.0,1020,284876.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,0,2019,2019-01-01,2020-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_284876.0,1020,284876.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,1,2020,2020-01-01,2021-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_504829.0,1020,504829.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-2,2017,2017-01-01,2018-01-01,0,0,0.0,0.0,0,0,0.0,0.0,1,0
C_1020_504829.0,1020,504829.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-1,2018,2018-01-01,2019-01-01,0,0,0.0,0.0,0,1,0.0,0.0,1,0
C_1020_504829.0,1020,504829.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,0,2019,2019-01-01,2020-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_504829.0,1020,504829.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,1,2020,2020-01-01,2021-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_661294.0,1020,661294.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-2,2017,2017-01-01,2018-01-01,0,0,0.0,0.0,0,0,0.0,0.0,1,0
C_1020_661294.0,1020,661294.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-1,2018,2018-01-01,2019-01-01,0,0,0.0,0.0,0,1,0.0,0.0,1,0
C_1020_661294.0,1020,661294.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,0,2019,2019-01-01,2020-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_661294.0,1020,661294.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,1,2020,2020-01-01,2021-01-01,1,1,0.0,0.0,1,1,0.0,0.0,1,0
C_1020_796375.0,1020,796375.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-2,2017,2017-01-01,2018-01-01,0,0,0.0,0.0,0,0,0.0,0.0,1,0
C_1020_796375.0,1020,796375.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,-1,2018,2018-01-01,2019-01-01,0,0,0.0,0.0,0,1,0.0,0.0,1,0
C_1020_796375.0,1020,796375.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,0,2019,2019-01-01,2020-01-01,1,1,5405.421999686448,1.0,1,1,0.0,0.0,1,0
C_1020_796375.0,1020,796375.0,control,0,2019-07-01,2019,0.0,Male,Black,1986.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2020-12-29,1,2020,2020-01-01,2021-01-01,1,1,10171.81950207469,1.0,1,1,0.0,0.0,1,0
