,PCS_OFF_ID,tip_id,matched_tip_id
877,698896.0,,443
878,775522.0,,443
879,737617.0,,443
880,1661347.0,,444
881,90216.0,,445
882,1485417.0,,445
883,1014380.0,,445
884,1363054.0,,445
885,1774716.0,,447
886,1611307.0,,447
887,920001.0,,449
888,466739.0,,449
889,430949.0,,449
890,1497480.0,,449
891,1285243.0,,451
892,1454063.0,,451
893,1556169.0,,451
894,1586731.0,,451
895,929701.0,,452
896,1163321.0,,452
897,1505021.0,,452
898,1325686.0,,452
899,1304486.0,,453
900,1171882.0,,453
901,1455520.0,,453
902,847467.0,,453
903,1592704.0,,454
904,1278839.0,,454
905,1246254.0,,454
906,696996.0,,454
907,1026078.0,,459
908,1858005.0,,460
909,385234.0,,460
910,1462706.0,,460
911,1267834.0,,460
912,1048868.0,,461
913,1439693.0,,461
914,672043.0,,461
915,1676209.0,,461
916,455256.0,,465
917,505317.0,,465
918,518361.0,,465
919,898990.0,,465
920,1215669.0,,466
921,920099.0,,467
922,1235564.0,,467
923,423495.0,,467
924,379387.0,,467
925,221044.0,,469
926,1484124.0,,469
927,205138.0,,469
928,1704734.0,,469
929,167995.0,,471
930,1854121.0,,474
931,1769396.0,,474
932,1417950.0,,474
933,1459202.0,,474
934,477936.0,,480
935,874100.0,,480
936,907487.0,,480
937,1178619.0,,480
938,1778920.0,,481
939,1137346.0,,481
940,1246261.0,,482
941,1739272.0,,482
942,187968.0,,482
943,1079683.0,,482
944,450944.0,,485
945,927841.0,,485
946,864135.0,,485
947,1511275.0,,485
948,1658613.0,,488
949,1150086.0,,488
950,1078279.0,,488
951,1357891.0,,488
952,1478932.0,,489
953,1841996.0,,489
954,1346336.0,,489
955,1260903.0,,489
956,288487.0,,490
957,1374077.0,,490
958,297465.0,,490
959,1339909.0,,490
960,213753.0,,491
961,304600.0,,491
962,429214.0,,491
963,472811.0,,491
964,1472735.0,,493
965,1625846.0,,493
966,1467329.0,,493
967,,1850.0,493
968,92421.0,,500
969,1806416.0,,500
970,1756178.0,,500
971,1131939.0,,500
972,865794.0,,503
973,467710.0,,503
974,740668.0,,503
975,465278.0,,503
976,355696.0,,505
977,673574.0,,507
978,871492.0,,507
979,882068.0,,507
980,1048168.0,,507
981,1351372.0,,508
982,1797239.0,,509
983,1776306.0,,509
984,1168200.0,,509
985,1492617.0,,509
986,922805.0,,512
987,399412.0,,514
988,826180.0,,514
989,659734.0,,514
990,682565.0,,514
991,1125630.0,,515
992,1192972.0,,517
993,1000571.0,,517
994,1502985.0,,517
995,,1897.0,517
996,1513081.0,,520
997,190573.0,,521
998,881244.0,,521
999,1681948.0,,521
1000,254183.0,,521
1001,667489.0,,522
1002,706230.0,,522
1003,1562990.0,,523
1004,1054680.0,,523
1005,897871.0,,526
1006,1471095.0,,526
1007,1361498.0,,526
1008,1263002.0,,526
1009,1376390.0,,530
1010,221910.0,,530
1011,161638.0,,530
1012,380839.0,,530
1013,1904680.0,,531
1014,1116532.0,,534
1015,1019346.0,,534
1016,1468579.0,,534
1017,163663.0,,534
1018,1477247.0,,537
1019,1301681.0,,537
1020,1365282.0,,537
1021,1354778.0,,537
1022,1447541.0,,539
1023,1345671.0,,539
1024,1589418.0,,541
1025,1778916.0,,543
1026,1420888.0,,543
1027,1295458.0,,543
1028,1217538.0,,553
1029,1061247.0,,553
1030,1483441.0,,553
1031,1188252.0,,553
1032,1851907.0,,555
1033,837721.0,,555
1034,770334.0,,555
1035,957138.0,,555
1036,1645766.0,,556
1037,1886748.0,,556
1038,247774.0,,556
1039,841490.0,,556
1040,1719609.0,,558
1041,1764902.0,,558
1042,1082626.0,,558
1043,1127196.0,,558
1044,396389.0,,559
1045,391723.0,,559
1046,338459.0,,559
1047,1355806.0,,559
1048,1432626.0,,560
1049,1372211.0,,560
1050,1425586.0,,560
1051,1225175.0,,560
