tip_id,year,treatment,end_year,StartDate,EndDate,Status,age_band,cohort_2022,race,gender,census_tract,participated_tip,graduated_tip,employed_full_year,employed_partial_year,earnings_full_year,offense_count_year,offended_year,has_offense_by_year,has_offense_prior_to_year
1243,2019,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,5663.216120601426,0,0,1,1
1243,2020,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,154.2675890875865,1,1,1,1
1243,2021,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,1,1
1243,2022,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,1,1
1243,2023,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,3677.054723145376,0,0,1,1
1243,2024,0,2020,2020-08-17,2020-11-09 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,2611.759039010749,0,0,1,1
1318,2017,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,10591.49365472977,0,0,0,0
1318,2018,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,30183.221597792526,0,0,0,0
1318,2019,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,35389.44602396561,0,0,0,0
1318,2020,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,34688.85983538478,0,0,0,0
1318,2021,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,1,1,28898.573740618973,0,0,0,0
1318,2022,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,1,1,43344.630846363005,0,0,0,0
1318,2023,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,1,1,47521.8892599135,0,0,0,0
1318,2024,1,2021,2021-03-01,2021-05-10 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,34037.66698498149,1,1,1,0
1189,2017,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,26678.768313066346,0,0,0,0
1189,2018,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,29299.136007641628,0,0,0,0
1189,2019,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,24930.25729021479,0,0,0,0
1189,2020,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,11650.675664071026,0,0,0,0
1189,2021,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,38598.70100517643,0,0,0,0
1189,2022,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,35182.80371251515,0,0,0,0
1189,2023,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,34527.963796522235,0,0,0,0
1189,2024,0,2020,2020-05-26,2020-07-02 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,2250.40382029379,0,0,0,0
1256,2017,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,40187.58131272472,0,0,0,0
1256,2018,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,13771.302806360487,0,0,0,0
1256,2019,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,5053.963205500638,0,0,0,0
1256,2020,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,3821.8004343531175,0,0,0,0
1256,2021,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,3169.2854846795813,0,0,0,0
1256,2022,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,2671.542430619301,0,0,0,0
1256,2023,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,14594.966282147976,0,0,0,0
1256,2024,1,2020,2020-09-28,2020-12-04 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,1,8096.075364103708,0,0,0,0
1268,2017,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,132.60508307707266,0,0,0,0
1268,2018,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,31232.753378504185,0,0,0,0
1268,2019,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,1,1,36099.87288204806,0,0,0,0
1268,2020,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,14957.642844036793,0,0,0,0
1268,2021,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,8635.913310309777,0,0,0,0
1268,2022,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,34397.920739353736,0,0,0,0
1268,2023,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,52702.159033740754,0,0,0,0
1268,2024,0,2021,2020-10-12,2021-01-07 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,29172.10614590712,0,0,0,0
1431,2017,1,2021,2021-09-20,2021-10-14 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,7499.732591231981,0,0,0,0
1431,2018,1,2021,2021-09-20,2021-10-14 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,1,16341.249248447468,0,0,0,0
