tip_id,year,treatment,end_year,StartDate,EndDate,Status,age_band,cohort_2022,race,gender,census_tract,participated_tip,graduated_tip,employed_full_year,employed_partial_year,earnings_full_year,offense_count_year,offended_year,has_offense_by_year,has_offense_prior_to_year
1446,2017,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1446,2018,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1446,2019,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1446,2020,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1446,2021,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
1446,2022,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,19224.69969327678,0,0,0,0
1446,2023,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,1,1,39166.03957122296,0,0,0,0
1446,2024,0,2021,2021-10-04,2021-10-25 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,32356.458015387252,0,0,0,0
825,2017,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
825,2018,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
825,2019,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
825,2020,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
825,2021,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
825,2022,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
825,2023,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,3,1,1,1
825,2024,1,2018,2018-08-13,2018-10-16 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
956,2017,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
956,2018,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
956,2019,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
956,2020,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
956,2021,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
956,2022,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,2463.184681785867,0,0,0,0
956,2023,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,5130.46504593832,0,0,0,0
956,2024,0,2019,2019-04-08,2019-05-14 00:00:00+00:00,Non Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,0,0,1,11384.077120162732,0,0,0,0
1166,2017,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1166,2018,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1166,2019,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1166,2020,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,0,0
1166,2021,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,0,0
1166,2022,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,0,0
1166,2023,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,0,0
1166,2024,1,2020,2020-03-09,2020-08-07 00:00:00+00:00,Graduated,25-34,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,0,0
1076,2017,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,3272.4194380054405,0,0,1,1
1076,2018,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
1076,2019,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,388.7249599819285,0,0,1,1
1076,2020,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,3956.7160635750033,0,0,1,1
1076,2021,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,354.50416424559364,0,0,1,1
1076,2022,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,10222.232040858442,0,0,1,1
1076,2023,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,13335.641989354637,0,0,1,1
1076,2024,0,2019,2019-10-07,2019-10-23 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,13649.664445128265,0,0,1,1
737,2017,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,37295.56548058239,0,0,1,1
737,2018,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,26459.73697562871,0,0,1,1
737,2019,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,23239.7920686566,0,0,1,1
737,2020,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,24851.490436854998,0,0,1,1
737,2021,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
737,2022,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
737,2023,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
737,2024,1,2018,2018-03-12,2018-04-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
1145,2017,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
1145,2018,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
1145,2019,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,382.0945387471106,0,0,1,1
1145,2020,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,16608.709547089016,0,0,1,1
1145,2021,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,47393.003873000445,0,0,1,1
1145,2022,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,45666.67376806788,0,0,1,1
1145,2023,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,44329.3320161828,0,0,1,1
1145,2024,0,2020,2020-02-03,2020-06-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,28270.88342878839,0,0,1,1
916,2017,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,2,1,1,1
916,2018,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,4175.592339348146,0,0,1,1
916,2019,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,1893.6142260754657,1,1,1,1
916,2020,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,1,1,1,1
916,2021,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,2963.887274840209,0,0,1,1
916,2022,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,3865.0479842271125,0,0,1,1
916,2023,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,8601.897553058468,3,1,1,1
916,2024,1,2019,2019-02-04,2019-03-29 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,295.6962142847995,0,0,1,1
851,2017,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
851,2018,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,10404.006542819732,0,0,0,0
851,2019,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,39593.48458214409,0,0,0,0
851,2020,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,19965.452401788032,0,0,0,0
851,2021,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,2066.9935676544374,0,0,0,0
851,2022,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,338.1385998107852,0,0,0,0
851,2023,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
851,2024,0,2018,2018-10-08,2018-10-19 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,0,0
780,2017,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,2687.1573176950087,0,0,1,1
780,2018,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,12243.957375478816,0,0,1,1
780,2019,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,12564.851369340176,0,0,1,1
780,2020,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,6676.568380619407,0,0,1,1
780,2021,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,3238.6066150433794,0,0,1,1
780,2022,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,12931.666961746183,0,0,1,1
780,2023,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,14276.120476661865,0,0,1,1
780,2024,1,2018,2018-05-29,2018-07-06 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,5554.361377914797,0,0,1,1
882,2017,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,56.52318638347584,0,0,0,0
882,2018,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,8091.925291210643,0,0,0,0
882,2019,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,14409.24805908211,0,0,0,0
882,2020,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,11999.497095426514,0,0,0,0
882,2021,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,25575.601680630323,0,0,0,0
882,2022,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,5447.41284295175,0,0,0,0
882,2023,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,13007.505362069227,0,0,0,0
882,2024,0,2019,2018-11-26,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,12625.005738100697,0,0,0,0
1094,2017,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,38284.78511083111,0,0,1,1
1094,2018,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,41131.25175226693,0,0,1,1
1094,2019,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,10614.008828993514,0,0,1,1
1094,2020,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,10377.221623872645,0,0,1,1
1094,2021,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,3961.129355656015,0,0,1,1
1094,2022,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,6442.789004053463,0,0,1,1
1094,2023,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
1094,2024,1,2020,2019-10-28,2020-01-17 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
900,2017,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
900,2018,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,10738.67585265608,0,0,0,0
900,2019,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,33194.998234011015,0,0,0,0
900,2020,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,52070.38841929711,0,0,0,0
900,2021,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,51541.153117918046,0,0,0,0
900,2022,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,9194.358991605246,0,0,0,0
900,2023,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,19832.577073814642,0,0,0,0
900,2024,0,2019,2019-01-16,2019-02-08 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,40037.39080270757,0,0,0,0
1458,2017,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,5339.206249815248,0,0,0,0
1458,2018,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,3236.532079314695,0,0,0,0
1458,2019,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,8568.422946683786,0,0,0,0
1458,2020,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,5297.349954314058,0,0,0,0
1458,2021,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,6300.560109271582,0,0,0,0
1458,2022,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,9460.099378315099,0,0,0,0
1458,2023,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,12129.496434910638,0,0,0,0
1458,2024,1,2021,2021-10-25,2021-11-08 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,19797.51160394593,0,0,0,0
759,2017,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,21721.98698320258,6,1,1,0
759,2018,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,17105.158834051213,0,0,1,1
759,2019,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,13350.104002381191,0,0,1,1
759,2020,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,2134.288204869922,2,1,1,1
759,2021,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,16271.91401914844,0,0,1,1
759,2022,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,3328.4109508041624,0,0,1,1
759,2023,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,3,1,1,1
759,2024,0,2018,2018-04-23,2018-06-14 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,6021.959035525253,0,0,1,1
1020,2017,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,3576.7346546380872,0,0,1,1
1020,2018,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,17557.19034607616,0,0,1,1
1020,2019,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,7364.33634994101,0,0,1,1
1020,2020,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,2644.9426967758777,0,0,1,1
1020,2021,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,4949.9059975303735,0,0,1,1
1020,2022,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
1020,2023,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,16814.69794389334,0,0,1,1
1020,2024,1,2019,2019-07-01,2019-09-13 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,22576.395061545125,0,0,1,1
760,2017,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,12052.268081873515,0,0,0,0
760,2018,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,8689.72047239378,0,0,0,0
760,2019,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,7133.667559373201,0,0,0,0
760,2020,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,7493.432420309581,0,0,0,0
760,2021,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,12525.949112056283,0,0,0,0
760,2022,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,19456.3907140994,0,0,0,0
760,2023,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,1,1,19813.616665853784,0,0,0,0
760,2024,0,2018,2018-04-16,2018-06-12 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,21179.344314363727,0,0,0,0
1433,2017,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,9773.956575917306,1,1,1,0
1433,2018,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,13051.664633435983,0,0,1,1
1433,2019,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,3628.0065609750404,0,0,1,1
1433,2020,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,27013.88399168693,0,0,1,1
1433,2021,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,13659.982388185144,0,0,1,1
1433,2022,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,0,0.0,0,0,1,1
1433,2023,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,3756.645641670959,0,0,1,1
1433,2024,1,2022,2021-09-27,2022-01-21 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,17726.728433117198,0,0,1,1
1026,2017,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
1026,2018,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,1,1
1026,2019,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,1,1
1026,2020,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,1,1,1,1
1026,2021,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,1,1
1026,2022,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,25259.648445276038,0,0,1,1
1026,2023,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,1,1053.595823132061,0,0,1,1
1026,2024,0,2019,2019-07-10,2019-07-17 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,1,0,0,0,0.0,0,0,1,1
1438,2017,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,1,1,12671.077000339115,0,0,0,0
1438,2018,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,14215.376814024217,0,0,0,0
1438,2019,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,0,0.0,0,0,0,0
1438,2020,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,8454.859156768047,0,0,0,0
1438,2021,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,1,1,17162.120355180938,0,0,0,0
1438,2022,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,274.0511325923105,1,1,1,0
1438,2023,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,553.5664556343032,0,0,1,1
1438,2024,1,2021,2021-09-27,2021-12-02 00:00:00+00:00,Graduated,35+,0.0,Unknown,Unknown,Unknown,1,1,0,1,9761.758393167314,0,0,1,1
1346,2017,0,2021,2021-04-26,2021-05-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,157.73912479109538,0,0,0,0
1346,2018,0,2021,2021-04-26,2021-05-11 00:00:00+00:00,Non Graduated,35+,0.0,Unknown,Unknown,Unknown,0,0,0,1,3717.283379394795,0,0,0,0
