tip_id,year_of_birth,year_of_death,census_tract,gender,race
1233.0,1985.0,2022.0,42003560500,Male,Black
1787.0,2000.0,,42003562300,Male,Black
545.0,1974.0,,42003565100,Male,Black
1142.0,1988.0,,42007602400,Male,White
1914.0,1992.0,,42003488200,Female,White
1055.0,1987.0,,42003020100,Male,Black
1739.0,1991.0,,42003551200,Female,Black
1834.0,2001.0,,,Male,Black
2111.0,1990.0,,42003010301,Male,White
1966.0,1981.0,,42003513800,Male,Black
768.0,1985.0,,,Male,
2098.0,1995.0,,42003070900,Female,White
2184.0,1980.0,,,Male,
1561.0,2000.0,,,Female,
1522.0,1990.0,,42003486700,Male,Black
924.0,1999.0,,42003521302,Male,Black
978.0,1976.0,,42003552300,Male,
1255.0,1992.0,,42003564700,Male,White
2144.0,1998.0,,42003270100,Male,Black
1040.0,1984.0,,42003462600,Male,Black
1981.0,2004.0,,42003111500,Male,Black
1149.0,1983.0,,42073000700,Male,White
1204.0,2001.0,,42003120300,Female,Black
1467.0,1999.0,,42003564400,Male,Black
987.0,1995.0,,42003080700,Female,
1119.0,1992.0,,42003522000,Male,Black
334.0,1992.0,,42003050100,,
2101.0,1999.0,,42085030900,Female,Black
1805.0,2005.0,,42003463900,Male,Black
1320.0,1994.0,,42003130600,Male,Black
2163.0,1998.0,,42051262600,Female,White
1252.0,2001.0,,42003477300,Male,White
1633.0,2002.0,,42007604600,Male,White
1718.0,1981.0,,42003504100,Male,Black
982.0,1964.0,,42003130200,Male,
1877.0,1971.0,,42003518001,Male,White
1832.0,2000.0,,42003080600,Male,Black
1171.0,2002.0,,42003478100,Male,White
286.0,1976.0,,42051261200,Male,Black
1699.0,1981.0,,42003480400,Male,White
307.0,1991.0,,42003523100,Male,Black
1141.0,1989.0,,42003010301,Male,Black
1408.0,1991.0,,42003523501,Male,Black
1704.0,2003.0,,42003523400,Male,
1391.0,1975.0,,42003424000,Male,White
2271.0,1996.0,,42003521200,Male,Black
2074.0,2005.0,,42003501000,Male,Black
1299.0,1987.0,,42003060300,Male,Black
2264.0,1998.0,,42003020100,Male,Black
1911.0,2001.0,,42003261400,Male,Black
1703.0,1990.0,,42003452000,Male,Black
1854.0,1999.0,,42003010301,Male,Black
1684.0,1993.0,,,Male,Black
1760.0,1980.0,,42003564700,Male,
1517.0,2000.0,,42003130200,Female,
2083.0,1995.0,,42003111300,Male,Black
2250.0,2004.0,,42003451105,Female,Black
1836.0,1973.0,,42003508000,Male,Black
1819.0,2001.0,,42003515200,Male,Black
2043.0,1991.0,,42003523800,Male,White
1982.0,1981.0,,42003552100,Female,Black
1526.0,2003.0,,,,
2297.0,1973.0,,42003417100,Male,Black
2228.0,2000.0,,42007604901,Male,White
2233.0,1996.0,,42003101400,Female,Black
2018.0,1984.0,,42003523600,Male,White
2017.0,1997.0,,42003020100,Male,White
2099.0,1991.0,,42107001901,Female,White
91.0,1978.0,,42129801701,Male,White
2076.0,1988.0,,42003261500,,
1751.0,1992.0,,42125751200,Male,
57.0,1987.0,,,Male,
1933.0,1990.0,,42003180700,Male,Black
222.0,1982.0,,42003520001,Male,Black
2024.0,1975.0,,42013101500,Male,Black
391.0,1971.0,,42003523400,Male,Black
523.0,1997.0,,42003523400,Male,Black
524.0,1995.0,,42003111400,Male,Black
1036.0,1989.0,,42003090300,Male,Black
1713.0,1985.0,,42003111300,Male,Black
1688.0,2002.0,,42003520002,Male,Black
879.0,1983.0,,42003490004,Male,Black
39.0,1978.0,,42003507000,Male,Black
1468.0,1982.0,,42003523800,Male,White
1967.0,1972.0,,42003290100,Male,Black
1312.0,1978.0,,42003403500,Male,Black
778.0,1981.0,,42003552400,Male,Black
933.0,1981.0,,42003552300,Male,Black
552.0,1975.0,,42003130600,Male,Black
633.0,1971.0,,42003523400,Male,Black
98.0,1984.0,,42003561500,Male,Black
710.0,1986.0,,42003101400,Male,Black
2176.0,1982.0,,42003523701,Male,Black
478.0,1995.0,,42003130600,Male,Black
342.0,1978.0,,42003513000,Male,Black
534.0,1974.0,,42125754200,Male,Black
911.0,1981.0,,42003565200,Male,Black
62.0,1977.0,,42003260700,Male,Black
2242.0,2001.0,,42003562400,Female,Black
1604.0,2003.0,,42003431100,Male,White
2283.0,2006.0,,42003271600,Male,Black
2216.0,2000.0,,42003300100,Male,Black
1587.0,1999.0,,42003111500,Male,Black
2210.0,1996.0,,42003510000,Male,Black
156.0,1989.0,,42003508000,Male,Black
826.0,2001.0,,42003130800,Male,Black
2201.0,1999.0,,42003262000,Male,Black
1392.0,1997.0,,42003564800,Male,Black
693.0,1985.0,,42003130600,Male,Black
1132.0,1983.0,2020.0,42003130600,Male,Black
973.0,1996.0,,42003262000,Male,Black
701.0,1995.0,,42003561400,Male,Black
1513.0,2004.0,,42003513800,Male,Black
1462.0,1996.0,,42003564800,Male,Black
488.0,1986.0,,42003520002,Male,Black
1039.0,1995.0,,42003050600,Male,Black
1017.0,2000.0,,42003517000,Male,Black
985.0,1993.0,2024.0,42003130600,Male,Black
421.0,1987.0,,42003202200,Male,Black
1534.0,1992.0,,42003486700,Male,Black
1931.0,1990.0,,42003564800,Male,Black
423.0,1993.0,,42003484300,Male,Black
2022.0,1991.0,,42003561900,Male,Black
56.0,1986.0,,42003130700,Male,Black
1077.0,1976.0,,42003100500,Male,Black
805.0,1980.0,,42003552100,Male,Black
2172.0,2004.0,,42003281400,Male,Black
1716.0,1994.0,,42003261500,Male,Black
176.0,1983.0,,42003561400,Male,Black
1617.0,2001.0,,42003250900,Female,Black
1803.0,2004.0,,42003101900,Male,Black
1499.0,2000.0,,42003562901,Male,Black
1386.0,2001.0,,42003161000,Female,Black
45.0,1983.0,,42003564800,Male,Black
139.0,1971.0,,42003565100,Male,Black
1129.0,1972.0,,42003160800,Female,White
1505.0,1998.0,,42003561400,Female,Black
1904.0,1992.0,,42003523600,Male,Black
656.0,1992.0,,42003130700,Male,Black
983.0,1999.0,,42003290400,Female,Black
1311.0,1990.0,,42003271600,Male,Black
479.0,1989.0,,42003515401,Male,Black
2003.0,1984.0,,42003090300,Male,Black
539.0,1987.0,,42003111400,Male,Black
999.0,2000.0,,42003403500,Male,Black
149.0,1992.0,,42003565200,Male,Black
304.0,1987.0,2020.0,42003051100,Male,Black
643.0,1986.0,,42003101900,Male,Black
270.0,1976.0,,42003523400,Male,Black
780.0,1981.0,,42003515100,Male,Black
553.0,1978.0,,42003462600,Male,Black
1288.0,2001.0,,42003522000,Male,Black
169.0,1975.0,,42003551200,Male,Black
1636.0,1993.0,,42003561400,Male,Black
885.0,1992.0,,42003483800,Male,Black
1949.0,1998.0,,42003111500,Male,Black
611.0,1994.0,2022.0,42003565200,Male,Black
823.0,1990.0,,42003524000,Male,Black
1332.0,1990.0,,42003478200,Male,Black
746.0,1993.0,,42003509400,Male,Black
191.0,1989.0,,42003562400,Male,Black
206.0,1988.0,,42003180300,Male,Black
1600.0,1973.0,,42003130800,Male,Black
567.0,1988.0,,42003562400,Male,Black
1784.0,1995.0,,42003484500,Female,Black
1776.0,1999.0,,42003424000,Female,Black
498.0,1986.0,,42003191400,Male,Black
1996.0,1987.0,,42003481000,Male,Black
252.0,1982.0,,42003550900,Male,Black
402.0,1972.0,,42003050600,Female,Black
1537.0,2001.0,,42003513000,Male,Black
182.0,1987.0,,42003515100,Male,Black
282.0,1969.0,,42003515100,Male,Black
976.0,1982.0,,42003270100,Male,Black
2006.0,1998.0,,42003300100,Male,Black
530.0,1976.0,,42003522000,Male,Black
385.0,1988.0,,42003462600,Male,Black
664.0,1984.0,,42003563000,Male,Black
2278.0,1999.0,,42003463900,Female,Black
1512.0,1989.0,,42003130600,Male,Black
279.0,1991.0,,42003262000,Male,Black
29.0,1975.0,,42003521200,Male,Black
1638.0,1998.0,,42003130200,Male,Black
386.0,1982.0,,42003261500,Male,Black
1197.0,1996.0,,42003050900,Male,Black
956.0,2001.0,,42003552000,Male,Black
642.0,1991.0,,42003562400,Male,Black
839.0,1994.0,,42003482500,Male,Black
1979.0,1995.0,,42003492800,Male,Black
757.0,1993.0,,42003262000,Male,Black
251.0,1987.0,,42003191600,Male,Black
1242.0,1981.0,,42003526101,Male,Black
842.0,1990.0,,42003510000,Male,Black
1203.0,1980.0,,42003521301,Male,Black
1521.0,1980.0,,42003100500,Male,Black
2191.0,2006.0,,42003120900,Male,Black
1842.0,1978.0,,42003523200,Male,Black
556.0,1981.0,,42003562800,Male,White
580.0,1987.0,,42003130200,Male,Black
558.0,1970.0,,42003552000,Male,Black
167.0,1971.0,,42003462600,Male,Black
137.0,1978.0,,42003523300,Male,Black
1280.0,1954.0,,42003430200,Male,White
119.0,1983.0,,,Male,Black
67.0,1977.0,,42003562400,Male,Black
338.0,1977.0,,42003484300,Male,Black
144.0,1976.0,,42003513800,Male,Black
81.0,1969.0,,42003464400,Male,Black
2065.0,1971.0,,42003486800,Male,Black
69.0,1975.0,,42051261700,Male,Black
110.0,1980.0,,42003523300,Male,Black
411.0,1984.0,,42003448000,Male,Black
1538.0,1997.0,,42003561400,Male,Black
1850.0,1995.0,,42003561500,Male,Black
738.0,1998.0,,42019910302,Male,White
670.0,1978.0,,42003130800,Male,Black
785.0,1990.0,,42003513000,Male,Black
652.0,1977.0,,42003565200,Male,Black
2055.0,1968.0,,42003523400,Female,Black
2306.0,1970.0,,42003980600,Male,Black
16.0,1989.0,,42003130600,Male,Black
1304.0,2000.0,,42003481000,Male,Black
1064.0,1999.0,2023.0,42049002600,Male,Black
1122.0,1989.0,2024.0,42003050900,Male,Black
1165.0,1997.0,,42003473401,Male,Black
894.0,1997.0,,42003202300,Male,White
737.0,1990.0,,42003262000,Male,Black
2038.0,2001.0,,42003120900,Male,Black
53.0,1983.0,,42003561500,Male,Black
2226.0,2004.0,,42003562400,Male,Other
1241.0,1979.0,,42003523100,Male,Black
907.0,1988.0,,42003508000,Male,Black
1245.0,1983.0,,42003403500,Male,Black
1107.0,1989.0,,42003492800,Male,Black
1928.0,1999.0,,42003552300,Male,Black
2269.0,2003.0,,42003563202,Male,Black
233.0,1983.0,,42003523200,Male,Black
1647.0,1978.0,,42003130600,Male,Black
437.0,1969.0,,42003270100,Male,Black
23.0,1983.0,,42073000400,Male,Black
1937.0,1988.0,,42003565100,Male,Black
36.0,1979.0,,42007604901,Male,Black
1281.0,1980.0,,42003486800,Male,Black
72.0,1981.0,,42003523300,Male,Black
376.0,1986.0,,42003450800,Male,Black
209.0,1979.0,2016.0,42003465800,Male,White
84.0,1980.0,,42003561400,Male,Black
1744.0,1980.0,,42003523501,Male,Black
155.0,1980.0,,42003564700,Male,Black
765.0,1979.0,,42003523600,Male,Black
563.0,1973.0,,42003515200,Male,Black
480.0,1986.0,,42019911502,Male,White
165.0,1985.0,,42003130700,Male,Black
605.0,1986.0,2018.0,42003271600,Male,Black
1641.0,1987.0,,42003562500,Male,Black
21.0,1982.0,,42003523200,Male,Black
994.0,1983.0,,42003486800,Male,Black
360.0,1974.0,,42003202200,Male,Black
208.0,1970.0,,42003140500,Male,Black
1397.0,1977.0,,42003522000,Male,Black
20.0,1980.0,,42003483800,Male,Black
1380.0,1981.0,,42003130800,Male,Black
112.0,1985.0,,42003562300,Male,Black
1026.0,1981.0,,42003120300,Male,Black
1025.0,1983.0,,42003130600,Male,Black
518.0,1974.0,2019.0,42049001200,Male,Black
532.0,1971.0,,42003552000,Male,Black
2026.0,2002.0,,42003552000,Male,White
1737.0,1990.0,,42003111400,Female,Black
671.0,1985.0,,42003450800,Male,Black
494.0,1983.0,,42003492700,Male,White
531.0,1977.0,,42003522000,Male,White
400.0,1978.0,,42003140500,Male,Black
1062.0,1983.0,,42003271600,Male,Black
1466.0,2002.0,,42003130600,Male,Black
2140.0,2004.0,,42003565200,Male,Black
669.0,1996.0,,42003562600,Male,Black
943.0,1997.0,,42003551200,Female,Black
1711.0,1995.0,,42003564700,Male,Black
1674.0,2002.0,,42003270300,Male,White
1857.0,1996.0,,42003462600,Female,Black
2064.0,1982.0,,42003191700,Female,White
522.0,1995.0,,42003120900,Male,Black
1619.0,2004.0,2024.0,42003483800,Male,Black
904.0,1994.0,,42003498000,Male,Black
2016.0,1991.0,,42003130800,Female,Black
2183.0,2002.0,,42003101900,Male,Black
929.0,1977.0,,42003551200,Male,Black
1516.0,1983.0,,42007604000,Male,Black
461.0,1982.0,,42003111400,Male,Black
1807.0,1986.0,,42003130700,Male,Black
2166.0,1999.0,,42003552400,Male,Black
1368.0,1996.0,,42003486800,Female,Black
840.0,1989.0,,42003130200,Male,Black
1146.0,1991.0,,42003110600,Male,Black
276.0,1990.0,,42003562300,Male,Black
1194.0,1993.0,,42003513000,Male,Black
1330.0,1996.0,,42003514000,Female,Black
1100.0,1978.0,,42003561900,Male,Black
42.0,1989.0,,42003515100,Male,Black
1253.0,1997.0,,42003564400,Male,Black
1410.0,1988.0,,42003561500,Male,Black
1340.0,1997.0,,42003101900,Male,Black
1501.0,2001.0,,42003484300,Male,Black
1733.0,1993.0,,42003486900,Male,Black
594.0,1998.0,,42003521301,Male,Black
1051.0,1999.0,,42003499400,Male,Black
2214.0,1998.0,,42003483800,Male,Black
1953.0,1996.0,,42003051000,Female,Black
2079.0,2001.0,,42003130800,Male,Black
1209.0,1991.0,,42003290100,Male,Black
589.0,1997.0,,42003101900,Male,Black
1477.0,2001.0,,42003526302,Male,Black
1275.0,1991.0,,42003486800,Male,Black
2252.0,1997.0,,42003523100,Male,Black
621.0,1992.0,,42003563900,Male,Black
541.0,1993.0,,42003523100,Male,Black
1774.0,1996.0,,42003564800,Male,Black
1878.0,2005.0,,42003484300,Male,Black
1155.0,1999.0,,42003111300,Male,Black
1440.0,1998.0,,42003520002,Male,Black
809.0,1991.0,,42003562300,Female,Black
1669.0,1999.0,,42003080200,Male,White
89.0,1985.0,,42003523200,Male,Black
724.0,1988.0,,42007601300,Male,White
1073.0,1992.0,,42003560400,Male,Black
1865.0,2005.0,,42003563900,Male,Black
2053.0,1985.0,,42003111500,Female,Black
2244.0,2005.0,,42003050900,Male,Black
2198.0,1999.0,,42003523100,Male,Black
1987.0,2005.0,,42003509400,Male,Black
1766.0,1989.0,,42003523400,Female,Black
1401.0,1986.0,,42003120900,Male,Black
1492.0,1993.0,,42003130800,Male,Black
1147.0,2001.0,,42003562300,Male,Black
2298.0,2004.0,,42003562300,Female,Black
970.0,1993.0,2022.0,42003101400,Male,Black
407.0,1989.0,,42003261300,Male,Black
1735.0,1988.0,,42003486900,Male,Black
783.0,1987.0,2022.0,42003512000,Male,Black
2125.0,2002.0,,42003462100,Male,Black
1514.0,1984.0,,42003486800,Female,Black
2171.0,2005.0,,42003520002,Male,Black
1329.0,1980.0,,42003464400,Female,Black
2059.0,2003.0,,42003464400,Male,Black
1438.0,1995.0,,42003140500,Male,Black
1115.0,2001.0,2023.0,42003310200,Male,White
1779.0,2004.0,,42003130600,Female,Black
1382.0,2002.0,,42003050600,Male,Black
1226.0,2001.0,,42003120300,Male,Black
2127.0,2005.0,,42003100500,Male,Black
1630.0,2003.0,,42003120300,Male,Black
754.0,1996.0,,42003562300,Male,Black
1345.0,2002.0,,42003261500,Male,Black
2174.0,2002.0,,42003111500,Male,White
818.0,1979.0,,42003160900,Male,Black
1439.0,1987.0,,42003486800,Male,Black
856.0,1999.0,,42003561900,Male,Black
811.0,1995.0,,42003120900,Male,Black
2114.0,1988.0,,42003513000,Male,Black
1570.0,2002.0,,42003523702,Female,Black
554.0,1995.0,,42003261400,Male,Black
1710.0,1998.0,,42003130600,Female,Black
1810.0,1995.0,,42003483800,Male,Black
900.0,1997.0,,42003521401,Male,Black
2078.0,1997.0,,42003516200,Male,Black
1591.0,1998.0,,42003501000,Male,Black
2181.0,2005.0,,42003120300,Male,Black
2145.0,2005.0,,42003561500,Male,Black
1356.0,2000.0,,42003509400,Male,Black
1326.0,2001.0,,42003101900,Male,Black
1411.0,2002.0,,42003509400,Male,Black
1821.0,1998.0,,42003290100,Female,Black
3.0,1999.0,,42003562400,Male,Black
905.0,1996.0,,42003111400,Male,Black
1048.0,2000.0,,42003110200,Male,Black
2120.0,1996.0,,42003464400,Male,Black
1544.0,2001.0,2022.0,42003130600,Female,Black
2121.0,1997.0,,42003300100,Male,Black
2131.0,2001.0,,42003509400,Male,Black
1880.0,2003.0,,42003130600,Male,Black
1531.0,2004.0,,42003120900,Male,Black
1783.0,1997.0,,42003562901,Male,Black
2194.0,1999.0,,42003516200,Male,Black
1701.0,1994.0,,42003520002,Female,Black
459.0,1989.0,,42003070300,Male,Black
2004.0,2005.0,,42003050900,Male,Black
1639.0,2002.0,,42003281500,Male,Black
1548.0,1993.0,,42003488400,Male,Black
1231.0,2000.0,,42003130200,Male,Black
1667.0,1995.0,,42003191600,Male,Black
1709.0,1991.0,,42003552000,Male,Black
1761.0,2000.0,,42003484500,Male,Black
2137.0,2005.0,,42003561900,Male,Black
1725.0,1990.0,,42003483800,Female,Black
303.0,1993.0,,42003310200,Male,Black
2102.0,2006.0,,42003513000,Male,Black
1574.0,2003.0,,42003513000,Male,Black
1658.0,1994.0,,42003151700,Male,Black
1371.0,1990.0,,42003464400,Male,White
585.0,1990.0,,42003565100,Male,Black
1596.0,1994.0,,42003515401,Male,Black
434.0,1978.0,,42019910301,Female,White
2170.0,1997.0,,42003050600,Male,Black
581.0,1977.0,,42003462600,Male,Black
472.0,1995.0,,42003130600,Male,Black
1457.0,1998.0,,42007602100,Male,Black
1339.0,2003.0,,42003523200,Male,Black
2164.0,2006.0,,42003101900,Male,Black
314.0,1995.0,,42003561400,Male,Black
750.0,1995.0,,42007601400,Male,Black
2308.0,2001.0,,42003050600,Male,Black
666.0,1966.0,2021.0,42003523800,Male,Black
2262.0,2006.0,,42003515300,Male,Black
1323.0,2001.0,,42003413100,Male,Black
2072.0,2006.0,,42003523300,Male,Black
430.0,1982.0,,42003463900,Female,Black
1613.0,1993.0,,42003260700,Male,Black
1325.0,2000.0,,42003561400,Male,Black
663.0,1985.0,,42003551300,Male,White
73.0,1990.0,,42003468800,Male,White
1543.0,1992.0,,42003561400,Male,Black
1734.0,1995.0,,42003486900,Male,Black
1924.0,2004.0,,42003522000,Male,Black
1407.0,2001.0,,42003522000,Male,Black
485.0,1984.0,,42003260200,Male,White
1606.0,1994.0,,42003509400,Female,White
1154.0,1990.0,,42003560400,Male,Black
1952.0,1999.0,,42003562400,Male,Black
1441.0,2001.0,,42003551200,Male,Black
986.0,1988.0,,42003513800,Male,Black
353.0,1993.0,,42003130800,Male,Black
396.0,1973.0,,42003523100,Male,Black
323.0,1976.0,,42003512000,Male,White
103.0,1983.0,,42003552300,Male,Black
944.0,1996.0,,42003492800,Male,Black
513.0,1967.0,,42003050100,Male,Black
160.0,1994.0,,42003483800,Male,Black
916.0,1995.0,,42007605500,Male,Black
645.0,1989.0,2021.0,42003513800,Male,Black
101.0,1983.0,,42003010301,Male,White
325.0,1978.0,2020.0,42003464300,Male,White
1103.0,1990.0,2020.0,42003202300,Male,White
446.0,1992.0,,42003499400,Male,Black
440.0,1990.0,,42003523600,Male,Black
1689.0,1992.0,,42003564800,Male,Black
1905.0,2003.0,,42007604200,Male,Black
1160.0,2001.0,,42003562400,Male,White
2070.0,2005.0,,42003300100,Male,White
1161.0,1996.0,,42003488600,Male,Black
1257.0,1997.0,,42003523100,Male,Black
1938.0,1999.0,,42003050100,Female,Black
465.0,1993.0,,42003111500,Male,Black
2200.0,1991.0,,42003180300,Male,Black
163.0,1979.0,,42011001300,Female,White
2265.0,2000.0,,42003271600,Male,Black
2253.0,2006.0,,42003300100,Male,White
1762.0,2004.0,,42003130700,Male,Black
1237.0,2002.0,,42003191500,Male,Black
579.0,1995.0,,42003141200,Male,White
2124.0,2004.0,,42003120300,Male,Black
76.0,1994.0,,42003120300,Male,Black
2196.0,1996.0,,42125775300,Male,Black
837.0,1989.0,,42003483800,Male,Black
834.0,1994.0,,42003561400,Female,Black
2272.0,2006.0,,42003101900,Female,Black
622.0,1999.0,,42003300100,Male,Black
412.0,1988.0,,42003494000,Male,White
344.0,1970.0,,42003521301,Male,Black
797.0,1999.0,,42003300100,Male,Black
804.0,1987.0,,,Male,Black
214.0,1990.0,,42003478200,Male,Black
697.0,1972.0,,42003191400,Male,Black
2150.0,2005.0,,42003564700,Male,Black
855.0,1997.0,,42003560400,Male,Black
731.0,1994.0,,42003492900,Male,Black
1256.0,1994.0,,42003524000,Male,Black
345.0,1983.0,,42003564700,Male,Black
1916.0,1987.0,,42003492700,Male,Black
601.0,1987.0,,42003551200,Female,Black
1798.0,2004.0,,42003564700,Male,Black
284.0,1978.0,,42003462600,Male,Black
136.0,1976.0,,42007603202,Male,White
1714.0,1999.0,,42003300100,Male,Black
157.0,1985.0,,42003300100,Male,Black
2081.0,1997.0,,42003463900,Male,Black
2100.0,2003.0,,42003565200,Male,Black
196.0,1981.0,,42049001100,Male,White
668.0,1996.0,,42003562400,Male,Black
71.0,1982.0,,42049000800,Male,Black
115.0,1967.0,,42003111400,Male,Black
154.0,1971.0,,42003513000,Male,Black
735.0,1995.0,,42003111500,Male,Black
1644.0,2001.0,,42003130800,Male,Black
716.0,1995.0,,42003486900,Male,Black
1445.0,1993.0,,42003483800,Male,Black
1460.0,1997.0,,42003130800,Male,Black
1918.0,2000.0,,42003523300,Female,Black
626.0,1987.0,,42003070900,Female,Black
1925.0,1986.0,,42003521500,Male,Black
1515.0,2001.0,,42003523702,Male,Black
